6.749918e+002,1.001816e+002
6.769203e+002,9.998534e+001
6.788489e+002,9.982361e+001
6.807775e+002,9.980513e+001
6.827060e+002,9.976414e+001
6.846346e+002,9.962106e+001
6.865631e+002,9.940752e+001
6.884916e+002,9.934525e+001
6.904202e+002,9.936012e+001
6.923488e+002,9.928116e+001
6.942773e+002,9.909090e+001
6.962059e+002,9.900731e+001
6.981344e+002,9.894180e+001
7.000629e+002,9.887249e+001
7.019915e+002,9.883804e+001
7.039200e+002,9.889815e+001
7.058486e+002,9.888103e+001
7.077772e+002,9.878446e+001
7.097057e+002,9.865098e+001
7.116342e+002,9.855714e+001
7.135628e+002,9.841223e+001
7.154913e+002,9.831536e+001
7.174199e+002,9.823773e+001
7.193484e+002,9.815799e+001
7.212770e+002,9.826064e+001
7.232055e+002,9.864148e+001
7.251341e+002,9.893599e+001
7.270626e+002,9.900490e+001
7.289911e+002,9.904533e+001
7.309197e+002,9.920988e+001
7.328483e+002,9.931606e+001
7.347768e+002,9.938924e+001
7.367054e+002,9.941135e+001
7.386339e+002,9.941782e+001
7.405624e+002,9.946094e+001
7.424910e+002,9.950575e+001
7.444196e+002,9.948389e+001
7.463481e+002,9.947427e+001
7.482767e+002,9.949411e+001
7.502052e+002,9.952734e+001
7.521337e+002,9.951886e+001
7.540623e+002,9.945387e+001
7.559908e+002,9.932567e+001
7.579194e+002,9.927187e+001
7.598480e+002,9.925780e+001
7.617765e+002,9.927554e+001
7.637050e+002,9.925690e+001
7.656336e+002,9.925394e+001
7.675621e+002,9.924586e+001
7.694907e+002,9.916501e+001
7.714193e+002,9.908492e+001
7.733478e+002,9.910291e+001
7.752763e+002,9.908301e+001
7.772049e+002,9.904491e+001
7.791334e+002,9.900426e+001
7.810620e+002,9.898682e+001
7.829905e+002,9.893443e+001
7.849191e+002,9.894385e+001
7.868476e+002,9.891440e+001
7.887762e+002,9.884019e+001
7.907047e+002,9.876231e+001
7.926332e+002,9.872958e+001
7.945618e+002,9.869534e+001
7.964904e+002,9.867847e+001
7.984189e+002,9.865518e+001
8.003475e+002,9.863969e+001
8.022760e+002,9.855286e+001
8.042045e+002,9.847101e+001
8.061331e+002,9.832970e+001
8.080616e+002,9.830613e+001
8.099902e+002,9.846606e+001
8.119187e+002,9.869001e+001
8.138473e+002,9.889301e+001
8.157758e+002,9.902057e+001
8.177043e+002,9.902524e+001
8.196329e+002,9.901834e+001
8.215615e+002,9.902730e+001
8.234900e+002,9.903198e+001
8.254186e+002,9.898965e+001
8.273471e+002,9.894511e+001
8.292756e+002,9.889723e+001
8.312042e+002,9.888902e+001
8.331328e+002,9.885910e+001
8.350613e+002,9.880034e+001
8.369899e+002,9.856224e+001
8.389184e+002,9.824899e+001
8.408469e+002,9.813438e+001
8.427755e+002,9.858234e+001
8.447040e+002,9.916676e+001
8.466326e+002,9.943903e+001
8.485612e+002,9.951690e+001
8.504897e+002,9.954387e+001
8.524182e+002,9.951668e+001
8.543468e+002,9.945903e+001
8.562753e+002,9.946800e+001
8.582039e+002,9.950574e+001
8.601324e+002,9.945285e+001
8.620610e+002,9.943861e+001
8.639895e+002,9.944050e+001
8.659181e+002,9.941248e+001
8.678466e+002,9.935521e+001
8.697751e+002,9.936122e+001
8.717037e+002,9.938730e+001
8.736323e+002,9.938083e+001
8.755608e+002,9.935342e+001
8.774894e+002,9.939411e+001
8.794179e+002,9.939648e+001
8.813464e+002,9.938950e+001
8.832750e+002,9.938444e+001
8.852036e+002,9.939143e+001
8.871321e+002,9.935773e+001
8.890607e+002,9.936201e+001
8.909892e+002,9.932198e+001
8.929177e+002,9.921693e+001
8.948463e+002,9.910429e+001
8.967748e+002,9.905180e+001
8.987034e+002,9.909650e+001
9.006320e+002,9.935023e+001
9.025605e+002,9.966046e+001
9.044890e+002,9.983783e+001
9.064176e+002,9.990051e+001
9.083461e+002,9.995210e+001
9.102747e+002,9.997589e+001
9.122032e+002,9.999316e+001
9.141318e+002,9.999866e+001
9.160603e+002,9.999908e+001
9.179889e+002,9.999307e+001
9.199174e+002,1.000086e+002
9.218459e+002,9.999873e+001
9.237745e+002,9.999499e+001
9.257031e+002,9.996996e+001
9.276316e+002,9.995241e+001
9.295602e+002,9.993606e+001
9.314887e+002,9.989241e+001
9.334172e+002,9.981703e+001
9.353458e+002,9.974667e+001
9.372744e+002,9.966372e+001
9.392029e+002,9.964846e+001
9.411315e+002,9.966581e+001
9.430600e+002,9.970326e+001
9.449885e+002,9.973474e+001
9.469171e+002,9.974866e+001
9.488456e+002,9.974399e+001
9.507742e+002,9.970948e+001
9.527028e+002,9.964676e+001
9.546313e+002,9.957381e+001
9.565598e+002,9.952135e+001
9.584884e+002,9.948118e+001
9.604169e+002,9.935391e+001
9.623455e+002,9.920675e+001
9.642740e+002,9.905093e+001
9.662026e+002,9.886716e+001
9.681311e+002,9.854820e+001
9.700597e+002,9.811157e+001
9.719882e+002,9.789986e+001
9.739167e+002,9.819424e+001
9.758453e+002,9.879878e+001
9.777739e+002,9.939462e+001
9.797024e+002,9.976321e+001
9.816310e+002,9.990610e+001
9.835595e+002,9.991510e+001
9.854880e+002,9.986086e+001
9.874166e+002,9.973283e+001
9.893452e+002,9.956938e+001
9.912737e+002,9.936966e+001
9.932023e+002,9.908010e+001
9.951308e+002,9.873335e+001
9.970593e+002,9.863179e+001
9.989879e+002,9.896966e+001
1.000916e+003,9.949518e+001
1.002845e+003,9.986455e+001
1.004774e+003,1.000303e+002
1.006702e+003,1.000479e+002
1.008631e+003,1.000202e+002
1.010559e+003,1.000020e+002
1.012488e+003,1.000092e+002
1.014416e+003,9.998740e+001
1.016345e+003,9.997832e+001
1.018273e+003,9.998389e+001
1.020202e+003,9.997282e+001
1.022130e+003,9.994598e+001
